Day fraction since midnight on 	photometer (mg/L)	photometer (volts)
0.6459948577	0.2535878718	3.4639308453
0.6460064133	0.2459969372	3.4674239159
0.6460180023	0.2408733070	3.4697830677
0.6460295728	0.2387826443	3.4707460403
0.6460411412	0.2364543527	3.4718186855
0.6460527112	0.2335560024	3.4731543064
0.6460642862	0.2330573201	3.4733841419
0.6460758640	0.2342564613	3.4728314877
0.6460874391	0.2356730402	3.4721786976
0.6460990097	0.2384187877	3.4709136486
0.6461105882	0.2355395406	3.4722402096
0.6461221629	0.2336227298	3.4731235504
0.6461337403	0.2326145470	3.4735882282
0.6461453126	0.2289317846	3.4752860069
0.6461568746	0.2215913683	3.4786717892
0.6461684497	0.2167844921	3.4808902740
0.6461800309	0.2155001014	3.4814832211
0.6461916018	0.2126334012	3.4828069210
0.6462031736	0.2130314559	3.4826231003
0.6462147674	0.2134635895	3.4824235439
0.6462263274	0.2135585994	3.4823796749
0.6462378974	0.2143491060	3.4820146561
0.6462494691	0.2079400718	3.4849748611
0.6462610481	0.1999317706	3.4886763096
0.6462726218	0.1990052313	3.4891047478
0.6462841960	0.2022946775	3.4875838757
0.6462957903	0.2044739574	3.4865765572
0.6463073395	0.2066216916	3.4855840206
0.6463189176	0.2093040347	3.4843447208
0.6463304936	0.2133825421	3.4824609756
0.6463420668	0.2158709019	3.4813120365
0.6463536280	0.2129338831	3.4826681614
0.6463652310	0.2091192752	3.4844300747
0.6463767956	0.2044316530	3.4865961075
0.6463883522	0.2015582174	3.4879243374
0.6463999442	0.2003174722	3.4884979725
0.6464115243	0.2007465065	3.4882996082
0.6464231030	0.2004984766	3.4884142876
0.6464346613	0.1977694333	3.4896762371
0.6464462405	0.1973662972	3.4898626804
0.6464578093	0.1955585778	3.4906988144
0.6464693817	0.1949725747	3.4909698963
0.6464809420	0.1952946931	3.4908208847
0.6464925359	0.1960472167	3.4904727936
0.6465041060	0.1959564984	3.4905147552
0.6465156661	0.1958564967	3.4905610085
0.6465272503	0.1955761015	3.4906907082
0.6465388152	0.1976436526	3.4897344112
0.6465504067	0.1940119416	3.4914143085
0.6465619695	0.1913237572	3.4926581383
0.6465735523	0.1867250204	3.4947867393
0.6465851195	0.1860252023	3.4951107502
0.6465967054	0.1876829267	3.4943432808
0.6466082582	0.1894120127	3.4935429096
0.6466198444	0.1896999627	3.4934096336
0.6466314379	0.1921414286	3.4922797680
0.6466429844	0.1959832907	3.4905023575
0.6466545662	0.2026082575	3.4874389172
0.6466661477	0.2066547126	3.4855687618
0.6466777060	0.2065969259	3.4855954647
0.6466892856	0.2039792538	3.4868052006
0.6467008612	0.2011018097	3.4881353378
0.6467124303	0.2006083131	3.4883635044
0.6467240090	0.1937331408	3.4915432930
0.6467355750	0.1914077401	3.4926192760
0.6467471570	0.1904973984	3.4930405617
0.6467587263	0.1898720115	3.4933300018
0.6467702990	0.1887918413	3.4938299656
0.6467818811	0.1887944043	3.4938287735
0.6467934551	0.1890045702	3.4937314987
0.6468050278	0.1880645752	3.4941666126
0.6468165899	0.1874815524	3.4944365025
0.6468281730	0.1880573630	3.4941699505
0.6468397564	0.1877179444	3.4943270683
0.6468513285	0.1862667054	3.4949989319
0.6468628872	0.1864711493	3.4949042797
0.6468744808	0.1864150167	3.4949302673
0.6468860586	0.1851539463	3.4955141544
0.6468976265	0.1827584058	3.4966235161
0.6469091824	0.1805569232	3.4976432323
0.6469207683	0.1787037551	3.4985017776
0.6469323474	0.1772481203	3.4991762638
0.6469439198	0.1758821905	3.4998092651
0.6469554923	0.1748297065	3.5002970695
0.6469670645	0.1739866585	3.5006878376
0.6469786368	0.1735592484	3.5008859634
0.6469902044	0.1728916764	3.5011954308
0.6470017837	0.1721644849	3.5015325546
0.6470133592	0.1713062376	3.5019304752
0.6470249345	0.1704064012	3.5023477077
0.6470365026	0.1701688617	3.5024578571
0.6470480815	0.1692876369	3.5028665066
0.6470596668	0.1697102487	3.5026705265
0.6470712212	0.1703313291	3.5023825169
0.6470828043	0.1699189842	3.5025737286
0.6470943680	0.1695395559	3.5027496815
0.6471059433	0.1691791564	3.5029168129
0.6471175466	0.1684692055	3.5032460690
0.6471290870	0.1678214967	3.5035464764
0.6471406622	0.1674776077	3.5037059784
0.6471522461	0.1669378877	3.5039563179
0.6471638226	0.1666891277	3.5040717125
0.6471753972	0.1678456515	3.5035352707
0.6471869664	0.1699333787	3.5025670528
0.6471985387	0.1669625640	3.5039448738
0.6472101152	0.1674914807	3.5036995411
0.6472216872	0.1660502553	3.5043680668
0.6472332701	0.1652192324	3.5047535896
0.6472448274	0.1650630087	3.5048260689
0.6472564099	0.1650964171	3.5048105717
0.6472679869	0.1653251052	3.5047044754
0.6472795796	0.1659628898	3.5044085979
0.6472911555	0.1674873680	3.5037014484
0.6473027158	0.1680697799	3.5034313202
0.6473142934	0.1678554118	3.5035307407
0.6473258511	0.1681448221	3.5033965111
0.6473374384	0.1679978073	3.5034646988
0.6473490244	0.1673866212	3.5037481785
0.6473605761	0.1667050570	3.5040643215
0.6473721740	0.1666284800	3.5040998459
0.6473837169	0.1663971841	3.5042071342
0.6473953033	0.1659567207	3.5044114590
0.6474068691	0.1652999222	3.5047161579
0.6474184533	0.1652125567	3.5047566891
0.6474300138	0.1645922810	3.5050444603
0.6474415988	0.1644525081	3.5051093102
0.6474531870	0.1642438769	3.5052061081
0.6474647483	0.1633513421	3.5056202412
0.6474763160	0.1625200212	3.5060060024
0.6474878915	0.1620401591	3.5062286854
0.6474994738	0.1615469754	3.5064575672
0.6475110377	0.1609782875	3.5067214966
0.6475226223	0.1612793207	3.5065817833
0.6475341948	0.1615289897	3.5064659119
0.6475457574	0.1603192240	3.5070273876
0.6475573264	0.1598697752	3.5072360039
0.6475689062	0.1599879265	3.5071811676
0.6475804812	0.1593289226	3.5074870586
0.6475920739	0.1586263180	3.5078132153
0.6476036232	0.1578292698	3.5081832409
0.6476152107	0.1575447619	3.5083153248
0.6476267914	0.1578641832	3.5081670284
0.6476383663	0.1584922820	3.5078754425
0.6476499294	0.1592950225	3.5075027943
0.6476615086	0.1587300599	3.5077650547
0.6476730773	0.1579217017	3.5081403255
0.6476846544	0.1587901562	3.5077371597
0.6476962311	0.1584270447	3.5079057217
0.6477078037	0.1586581618	3.5077984333
0.6477193859	0.1587454677	3.5077579021
0.6477309475	0.1573937982	3.5083854198
0.6477425420	0.1571108401	3.5085167885
0.6477540968	0.1577707231	3.5082104206
0.6477656593	0.1580090076	3.5080997944
0.6477772433	0.1569485813	3.5085921288
0.6477888348	0.1560268849	3.5090200901
0.6478003915	0.1554877758	3.5092704296
0.6478119766	0.1550323665	3.5094819069
0.6478235442	0.1549286544	3.5095300674
0.6478351041	0.1546344906	3.5096666813
0.6478466982	0.1545785218	3.5096926689
0.6478582652	0.1553712189	3.5093245506
0.6478698328	0.1556772292	3.5091824532
0.6478814151	0.1552074403	3.5094006062
0.6478929865	0.1548988819	3.5095438957
0.6479045536	0.1557788849	3.5091352463
0.6479161547	0.1560535878	3.5090076923
0.6479277078	0.1553933024	3.5093142986
0.6479392877	0.1547571868	3.5096096992
0.6479508573	0.1544291377	3.5097620487
0.6479624204	0.1537833214	3.5100619793
0.6479739948	0.1535723507	3.5101599693
0.6479855794	0.1543156803	3.5098147392
0.6479971646	0.1541821957	3.5098767281
0.6480087208	0.1538228542	3.5100436211
0.6480202997	0.1538341492	3.5100383759
0.6480318859	0.1535980105	3.5101480484
0.6480434560	0.1540415436	3.5099420547
0.6480550111	0.1545559317	3.5097031593
0.6480665978	0.1539363116	3.5099909306
0.6480781711	0.1534932852	3.5101966858
0.6480897591	0.1536601186	3.5101191998
0.6481013073	0.1539388746	3.5099897385
0.6481128866	0.1543834507	3.5097832680
0.6481244689	0.1541606486	3.5098867416
0.6481360437	0.1535697728	3.5101611614
