Day fraction since midnight on 	photometer (mg/L)	photometer (volts)
0.5971177265	0.4767739475	3.3623631001
0.5971293082	0.4665639102	3.3669619560
0.5971408823	0.4547303021	3.3722977638
0.5971524395	0.4587563276	3.3704817295
0.5971640445	0.4532676339	3.3729577065
0.5971755992	0.4364022017	3.3805739880
0.5971871687	0.4393773377	3.3792295456
0.5971987490	0.4351900220	3.3811218739
0.5972103268	0.4406691492	3.3786458969
0.5972218935	0.4362270534	3.3806531429
0.5972334639	0.4310391843	3.3829984665
0.5972450413	0.4320647418	3.3825347424
0.5972566305	0.4147346616	3.3903770447
0.5972682066	0.4138308465	3.3907864094
0.5972797696	0.4094023108	3.3927927017
0.5972913290	0.4102947116	3.3923883438
0.5973029111	0.3949657977	3.3993389606
0.5973144940	0.4102705121	3.3923993111
0.5973260660	0.4063726366	3.3941657543
0.5973376299	0.3944010139	3.3995952606
0.5973492161	0.3922775984	3.4005589485
0.5973607741	0.3881995678	3.4024102688
0.5973723853	0.3793337345	3.4064376354
0.5973839339	0.3817567527	3.4053366184
0.5973954958	0.3889026642	3.4020910263
0.5974070791	0.3861356676	3.4033474922
0.5974186474	0.3676783144	3.4117374420
0.5974302213	0.3648174405	3.4130392075
0.5974417942	0.3666087985	3.4122240543
0.5974533759	0.3509136736	3.4193708897
0.5974649457	0.3478963375	3.4207460880
0.5974765220	0.3511538208	3.4192614555
0.5974881039	0.3523536026	3.4187147617
0.5974996623	0.3470495641	3.4211320877
0.5975112622	0.3481934369	3.4206106663
0.5975228115	0.3426808417	3.4231240749
0.5975344126	0.3297281861	3.4290349483
0.5975459656	0.3320440948	3.4279775620
0.5975575393	0.3339995444	3.4270849228
0.5975691132	0.3316341341	3.4281647205
0.5975806882	0.3302059472	3.4288167953
0.5975922752	0.3223677874	3.4323971272
0.5976038298	0.3243819475	3.4314768314
0.5976154119	0.3290003836	3.4293673038
0.5976269723	0.3255849183	3.4309272766
0.5976385616	0.3238267303	3.4317305088
0.5976501324	0.3161445856	3.4352416992
0.5976617118	0.3108376563	3.4376688004
0.5976732811	0.3068514168	3.4394927025
0.5976848607	0.3006843925	3.4423158169
0.5976964295	0.2987664342	3.4431941509
0.5977080070	0.2992870212	3.4429557323
0.5977195732	0.3019090593	3.4417550564
0.5977311404	0.3005620241	3.4423718452
0.5977427230	0.2944211066	3.4451847076
0.5977543170	0.2935979366	3.4455618858
0.5977658880	0.3028240204	3.4413361549
0.5977774544	0.2913223505	3.4466047287
0.5977890194	0.2866764665	3.4487345219
0.5978005999	0.2835046649	3.4501891136
0.5978121768	0.2844679058	3.4497473240
0.5978237449	0.2795284092	3.4520132542
0.5978353119	0.2838113606	3.4500484467
0.5978468976	0.2831673324	3.4503438473
0.5978584736	0.2817811370	3.4509797096
0.5978700421	0.2812785804	3.4512102604
0.5978816346	0.2795517743	3.4520025253
0.5978931947	0.2740500867	3.4545276165
0.5979047719	0.2664504051	3.4580178261
0.5979163426	0.2712621689	3.4558076859
0.5979279093	0.2668167949	3.4578495026
0.5979394905	0.2588531375	3.4615094662
0.5979510731	0.2569123209	3.4624018669
0.5979626300	0.2611091733	3.4604723454
0.5979742076	0.2557447851	3.4629387856
0.5979857727	0.2597482502	3.4610979557
0.5979973503	0.2573374808	3.4622063637
0.5980089551	0.2538962662	3.4637889862
0.5980204985	0.2556618452	3.4629769325
0.5980320642	0.2602347136	3.4608743191
0.5980436497	0.2552922070	3.4631469250
0.5980552245	0.2497365326	3.4657027721
0.5980668130	0.2473804206	3.4667870998
0.5980783669	0.2475052625	3.4667296410
0.5980899455	0.2462419271	3.4673111439
0.5981015266	0.2440994233	3.4682974815
0.5981130818	0.2445483953	3.4680907726
0.5981246668	0.2403514981	3.4700233936
0.5981362330	0.2413402498	3.4695680141
0.5981478098	0.2419951558	3.4692664146
0.5981593934	0.2406527847	3.4698846340
0.5981709591	0.2385512888	3.4708526134
0.5981825354	0.2368967980	3.4716148376
0.5981941221	0.2372046858	3.4714729786
0.5982056893	0.2352130711	3.4723906517
0.5982172622	0.2348679751	3.4725496769
0.5982288351	0.2333475202	3.4732503891
0.5982404293	0.2353129238	3.4723446369
0.5982519799	0.2370530665	3.4715428352
0.5982635700	0.2341203988	3.4728941917
0.5982751264	0.2324940264	3.4736437798
0.5982867009	0.2333604544	3.4732444286
0.5982982945	0.2298294753	3.4748721123
0.5983098711	0.2287776917	3.4753570557
0.5983214233	0.2288293988	3.4753332138
0.5983330120	0.2258690745	3.4766983986
0.5983445700	0.2256778181	3.4767866135
0.5983561505	0.2212322652	3.4788374901
0.5983677220	0.2186160684	3.4800448418
0.5983792951	0.2193093151	3.4797248840
0.5983908696	0.2206241339	3.4791181087
0.5984024447	0.2192318290	3.4797606468
0.5984140075	0.2189466655	3.4798922539
0.5984256015	0.2210168093	3.4789369106
0.5984371599	0.2183918804	3.4801483154
0.5984487447	0.2160764337	3.4812171459
0.5984603069	0.2162819803	3.4811222553
0.5984718955	0.2148153782	3.4817993641
0.5984834833	0.2151639313	3.4816384315
0.5984950309	0.2138952315	3.4822242260
0.5985066054	0.2146867961	3.4818587303
0.5985181725	0.2141910940	3.4820876122
0.5985297739	0.2130175233	3.4826295376
0.5985413246	0.2116427422	3.4832644463
0.5985529251	0.2101587355	3.4839498997
0.5985644856	0.2096518874	3.4841840267
0.5985760551	0.2095641494	3.4842245579
0.5985876238	0.2097422183	3.4841423035
0.5985992030	0.2071232349	3.4853522778
0.5986107936	0.2073595524	3.4852430820
0.5986223485	0.2130701840	3.4826052189
0.5986339156	0.2076087892	3.4851279259
0.5986455070	0.2077145725	3.4850790501
0.5986570777	0.2057899982	3.4859683514
0.5986686644	0.2069168389	3.4854476452
0.5986802150	0.2056671977	3.4860250950
0.5986917921	0.2055253237	3.4860906601
0.5987033637	0.2051672935	3.4862561226
0.5987149525	0.2048319727	3.4864110947
0.5987265068	0.2044605464	3.4865827560
0.5987380975	0.2002638578	3.4885227680
0.5987496838	0.1979266703	3.4896035194
0.5987612330	0.1983958185	3.4893865585
0.5987728154	0.1989315003	3.4891388416
0.5987844050	0.1980184466	3.4895610809
0.5987959553	0.1990506053	3.4890837669
0.5988075451	0.1989392340	3.4891352654
0.5988191228	0.1975426078	3.4897811413
0.5988306789	0.1976189017	3.4897458553
0.5988422624	0.1979235858	3.4896049500
0.5988538469	0.1968425661	3.4901049137
0.5988653951	0.1954055130	3.4907696247
0.5988769788	0.1948586702	3.4910225868
0.5988885425	0.1950277239	3.4909443855
0.5989001282	0.1946401596	3.4911236763
0.5989116824	0.1939202100	3.4914567471
0.5989232715	0.1938614547	3.4914839268
0.5989348513	0.1921980977	3.4922535419
0.5989464441	0.1912310272	3.4927010536
0.5989579935	0.1922135651	3.4922463894
0.5989695676	0.1916200072	3.4925210476
0.5989811346	0.1906658709	3.4929625988
0.5989927158	0.1907745600	3.4929122925
0.5990043078	0.1902187020	3.4931695461
0.5990158772	0.1892039031	3.4936392307
0.5990274469	0.1897633225	3.4933803082
0.5990390067	0.1897561103	3.4933836460
0.5990505875	0.1893002391	3.4935946465
0.5990621722	0.1878719479	3.4942557812
0.5990737555	0.1883591712	3.4940302372
0.5990853081	0.1881279200	3.4941372871
0.5990968732	0.1873105764	3.4945156574
0.5991084610	0.1869773716	3.4946699142
0.5991200532	0.1875531375	3.4944033623
0.5991316065	0.1871648282	3.4945831299
0.5991431968	0.1866328418	3.4948294163
0.5991547638	0.1858645380	3.4951851368
0.5991663510	0.1857301444	3.4952473640
0.5991778920	0.1857893616	3.4952199459
0.5991894845	0.1852239817	3.4954817295
0.5992010559	0.1851282120	3.4955260754
0.5992126264	0.1848877519	3.4956374168
0.5992242201	0.1830822080	3.4964735508
0.5992357927	0.1820675880	3.4969434738
0.5992473546	0.1821957678	3.4968841076
0.5992589382	0.1819867790	3.4969809055
0.5992705146	0.1827964932	3.4966058731
0.5992820656	0.1829056293	3.4965553284
0.5992936365	0.1827753931	3.4966156483
0.5993052170	0.1822971702	3.4968371391
0.5993168019	0.1842662990	3.4959251881
0.5993283745	0.1815080792	3.4972026348
0.5993399519	0.1814581454	3.4972257614
0.5993515235	0.1823002547	3.4968357086
0.5993630922	0.1797664165	3.4980094433
0.5993746819	0.1788406372	3.4984383583
0.5993862382	0.1795379221	3.4981153011
0.5993978302	0.1792065054	3.4982688427
0.5994093855	0.1790058166	3.4983618259
0.5994209548	0.1781222969	3.4987711906
0.5994325284	0.1778681129	3.4988889694
0.5994441270	0.1771354377	3.4992284775
0.5994556740	0.1767325848	3.4994151592
0.5994672534	0.1769363284	3.4993207455
0.5994788456	0.1765854508	3.4994833469
0.5994903976	0.1764352322	3.4995529652
0.5995019761	0.1764686704	3.4995374680
0.5995135508	0.1758559495	3.4998214245
0.5995251331	0.1751110703	3.5001666546
0.5995366993	0.1753548980	3.5000536442
0.5995482762	0.1746892780	3.5003621578
0.5995598604	0.1741754264	3.5006003380
0.5995714165	0.1744053364	3.5004937649
0.5995830047	0.1739573330	3.5007014275
0.5995945598	0.1739017814	3.5007271767
0.5996061688	0.1736127287	3.5008611679
0.5996177091	0.1739059091	3.5007252693
0.5996293096	0.1746424586	3.5003838539
0.5996408637	0.1731529385	3.5010743141
0.5996524348	0.1739460230	3.5007066727
0.5996640161	0.1730742455	3.5011107922
0.5996755926	0.1726823598	3.5012924671
0.5996871657	0.1720523834	3.5015845299
0.5996987319	0.1713010967	3.5019328594
0.5997103010	0.1712830961	3.5019412041
0.5997218816	0.1719824523	3.5016169548
0.5997334590	0.1715088338	3.5018365383
0.5997450313	0.1705005020	3.5023040771
0.5997565998	0.1705076993	3.5023007393
0.5997681707	0.1695976555	3.5027227402
0.5997797470	0.1696896851	3.5026800632
0.5997913335	0.1700007319	3.5025358200
0.5998029008	0.1698629409	3.5025997162
0.5998144833	0.1698094755	3.5026245117
0.5998260651	0.1703169346	3.5023891926
0.5998376223	0.1692938060	3.5028636456
0.5998492002	0.1693164259	3.5028531551
0.5998607739	0.1690007597	3.5029995441
0.5998723340	0.1691164374	3.5029459000
0.5998839418	0.1689755768	3.5030112267
0.5998954995	0.1688131243	3.5030865669
0.5999070667	0.1684769094	3.5032424927
0.5999186677	0.1684913039	3.5032358170
0.5999302153	0.1680034697	3.5034620762
0.5999417886	0.1677484959	3.5035803318
0.5999533528	0.1681700200	3.5033848286
0.5999649405	0.1683458239	3.5033032894
0.5999765307	0.1684131622	3.5032720566
0.5999880759	0.1681581885	3.5033903122
0.5999996552	0.1676215380	3.5036392212
0.6000112353	0.1678333133	3.5035409927
0.6000228073	0.1678333133	3.5035409927
0.6000343734	0.1678086370	3.5035524368
0.6000459724	0.1670710146	3.5038945675
0.6000575331	0.1672683954	3.5038030148
0.6000691225	0.1672766209	3.5037992001
0.6000806832	0.1671306491	3.5038669109
0.6000922512	0.1666187048	3.5041043758
0.6001038199	0.1669399440	3.5039553642
0.6001153932	0.1667641699	3.5040369034
0.6001269766	0.1664331704	3.5041904449
0.6001385696	0.1667194515	3.5040576458
0.6001501333	0.1665025502	3.5041582584
0.6001617155	0.1662635505	3.5042691231
0.6001732693	0.1653955132	3.5046718121
0.6001848482	0.1655913144	3.5045809746
0.6001964377	0.1657393277	3.5045123100
0.6002079947	0.1655517370	3.5045993328
0.6002195643	0.1656149477	3.5045700073
0.6002311454	0.1651627123	3.5047798157
0.6002427017	0.1651411206	3.5047898293
0.6002542883	0.1646647453	3.5050108433
0.6002658701	0.1644391567	3.5051155090
0.6002774333	0.1642310321	3.5052120686
0.6002889972	0.1646339148	3.5050251484
0.6003006060	0.1641113013	3.5052676201
0.6003121596	0.1639838666	3.5053267479
0.6003237437	0.1638071090	3.5054087639
0.6003353170	0.1638096720	3.5054075718
0.6003468961	0.1643250734	3.5051684380
0.6003584702	0.1637659967	3.5054278374
0.6003700363	0.1634561568	3.5055716038
0.6003816204	0.1637675464	3.5054271221
0.6003931789	0.1639119238	3.5053601265
0.6004047411	0.1632485837	3.5056679249
0.6004163227	0.1630286723	3.5057699680
0.6004279117	0.1630245596	3.5057718754
0.6004394705	0.1631740779	3.5057024956
0.6004510486	0.1630569249	3.5057568550
0.6004626226	0.1624835432	3.5060229301
0.6004741994	0.1626150608	3.5059618950
0.6004857902	0.1626109481	3.5059638023
0.6004973639	0.1620966792	3.5062024593
0.6005089116	0.1622425765	3.5061347485
0.6005204987	0.1621629447	3.5061717033
0.6005320803	0.1618161649	3.5063326359
0.6005436458	0.1617278010	3.5063736439
0.6005552185	0.1629125476	3.5058238506
0.6005667895	0.1615469754	3.5064575672
0.6005783746	0.1614817232	3.5064878464
0.6005899398	0.1611668169	3.5066339970
0.6006015074	0.1608914733	3.5067617893
0.6006130783	0.1604425162	3.5069701672
0.6006246634	0.1603890955	3.5069949627
0.6006362348	0.1605560333	3.5069174767
0.6006478267	0.1606628746	3.5068678856
0.6006593804	0.1600079536	3.5071718693
0.6006709657	0.1598790288	3.5072317123
0.6006825250	0.1602365226	3.5070657730
0.6006940905	0.1598240733	3.5072572231
0.6007056944	0.1594085395	3.5074501038
0.6007172535	0.1595482379	3.5073852539
0.6007288152	0.1596355587	3.5073447227
0.6007403972	0.1592826992	3.5075085163
0.6007519855	0.1589663178	3.5076553822
0.6007635584	0.1593196839	3.5074913502
0.6007751164	0.1589503884	3.5076627731
0.6007867144	0.1588276476	3.5077197552
0.6007982751	0.1589699090	3.5076537132
0.6008098367	0.1586756259	3.5077903271
0.6008214062	0.1584034264	3.5079166889
0.6008329855	0.1584095955	3.5079138279
0.6008445797	0.1583566964	3.5079383850
0.6008561322	0.1583972573	3.5079195499
0.6008677149	0.1583623439	3.5079357624
0.6008792862	0.1578297764	3.5081830025
0.6008908607	0.1579561085	3.5081243515
0.6009024289	0.1582308710	3.5079967976
0.6009139985	0.1570707858	3.5085353851
0.6009255813	0.1574584991	3.5083553791
0.6009371825	0.1575355232	3.5083196163
0.6009487396	0.1572053283	3.5084729195
0.6009603202	0.1568289250	3.5086476803
0.6009718775	0.1566081345	3.5087502003
0.6009834527	0.1566127539	3.5087480545
0.6009950472	0.1568505019	3.5086376667
0.6010066022	0.1562620550	3.5089108944
0.6010181813	0.1559052020	3.5090765953
0.6010297560	0.1564946473	3.5088028908
0.6010413282	0.1559247077	3.5090675354
0.6010528903	0.1561850309	3.5089466572
0.6010644935	0.1560807973	3.5089950562
0.6010760364	0.1557609141	3.5091435909
0.6010876131	0.1563590914	3.5088658333
0.6010992070	0.1554528624	3.5092866421
0.6011107742	0.1557650268	3.5091416836
0.6011223401	0.1555781364	3.5092284679
0.6011339111	0.1553055048	3.5093550682
0.6011454827	0.1554841697	3.5092720985
0.6011570668	0.1552187353	3.5093953609
0.6011686386	0.1548778415	3.5095536709
0.6011802226	0.1547710449	3.5096032619
0.6011918038	0.1545964926	3.5096843243
0.6012033604	0.1545703113	3.5096964836
0.6012149408	0.1542674154	3.5098371506
0.6012265033	0.1544799656	3.5097384453
0.6012381016	0.1544933021	3.5097322464
0.6012496452	0.1544902325	3.5097336769
0.6012612353	0.1545831412	3.5096905231
0.6012728348	0.1540230662	3.5099506378
0.6012843799	0.1539737731	3.5099735260
0.6012959673	0.1540143341	3.5099546909
0.6013075339	0.1539388746	3.5099897385
0.6013191007	0.1535867155	3.5101532936
0.6013306699	0.1534835398	3.5102012157
0.6013422556	0.1537017077	3.5100998878
0.6013538170	0.1535302550	3.5101795197
0.6013653938	0.1535975039	3.5101482868
0.6013769698	0.1538151503	3.5100471973
0.6013885347	0.1534758359	3.5102047920
0.6014001161	0.1533762515	3.5102510452
0.6014117039	0.1536062211	3.5101442337
0.6014232573	0.1535030454	3.5101921558
0.6014348563	0.1534768641	3.5102043152
0.6014464178	0.1532545984	3.5103075504
0.6014579849	0.1534234732	3.5102291107
0.6014695701	0.1530384868	3.5104079247
0.6014811439	0.1531154811	3.5103721619
0.6014927220	0.1532397121	3.5103144646
0.6015042845	0.1567513943	3.5086836815
0.6015158574	0.1529984474	3.5104265213
0.6015274332	0.1528485715	3.5104961395
0.6015390105	0.1528490782	3.5104959011
0.6015505725	0.1528844982	3.5104794502
0.6015621519	0.1526719928	3.5105781555
0.6015737431	0.1525292993	3.5106444359
0.6015852912	0.1524774581	3.5106685162
0.6015968950	0.1524713039	3.5106713772
0.6016084475	0.1524209976	3.5106947422
0.6016200297	0.1523286104	3.5107376575
0.6016316019	0.1522162110	3.5107898712
0.6016431660	0.1522038877	3.5107955933
0.6016547371	0.1522023529	3.5107963085
0.6016663325	0.1520422101	3.5108706951
0.6016778934	0.1520062834	3.5108873844
0.6016894840	0.1520776302	3.5108542442
0.6017010409	0.1521925926	3.5108008385
0.6017126367	0.1521012336	3.5108432770
0.6017241894	0.1520468295	3.5108685493
0.6017357757	0.1520273238	3.5108776093
0.6017473505	0.1536457539	3.5101258755
0.6017589269	0.1570651382	3.5085380077
0.6017704860	0.1520206481	3.5108807087
0.6017820602	0.1517080814	3.5110259056
0.6017936343	0.1516752392	3.5110411644
0.6018052025	0.1517902017	3.5109877586
0.6018167871	0.1516228914	3.5110654831
0.6018283751	0.1514925212	3.5111260414
0.6018399284	0.1515084356	3.5111186504
0.6018515060	0.1515387148	3.5111045837
0.6018630720	0.1515751481	3.5110876560
0.6018746524	0.1515248567	3.5111110210
0.6018862244	0.1517681330	3.5109980106
0.6018978028	0.1517701894	3.5109970570
0.6019093890	0.1516008228	3.5110757351
0.6019209507	0.1516028643	3.5110747814
0.6019325162	0.1515253782	3.5111107826
0.6019440863	0.1514817476	3.5111310482
0.6019556710	0.1514791846	3.5111322403
0.6019672441	0.1514314562	3.5111544132
0.6019788008	0.1514750719	3.5111341476
0.6019903947	0.1513934731	3.5111720562
0.6020019867	0.1513729393	3.5111815929
0.6020135413	0.1514309347	3.5111546516
0.6020251354	0.1515243500	3.5111112595
0.6020366888	0.1513934731	3.5111720562
0.6020482648	0.1511969119	3.5112633705
0.6020598337	0.1510054767	3.5113523006
0.6020714069	0.1511481553	3.5112860203
0.6020830022	0.1510398686	3.5113363266
0.6020945651	0.1509413272	3.5113821030
0.6021061307	0.1509659588	3.5113706589
0.6021176949	0.1509387642	3.5113832951
0.6021292784	0.1510193348	3.5113458633
0.6021408524	0.1508361250	3.5114309788
0.6021524372	0.1509608328	3.5113730431
0.6021639980	0.1508828253	3.5114092827
0.6021755723	0.1508197039	3.5114386082
0.6021871421	0.1510465443	3.5113332272
0.6021987262	0.1507719755	3.5114607811
0.6022102921	0.1506939679	3.5114970207
0.6022218870	0.1507396400	3.5114758015
0.6022334516	0.1506241709	3.5115294456
0.6022450284	0.1507273316	3.5114815235
0.6022565917	0.1508017331	3.5114469528
0.6022681661	0.1505215317	3.5115771294
0.6022797447	0.1504712403	3.5116004944
0.6022913200	0.1504214704	3.5116236210
0.6023029064	0.1582842767	3.5079720020
0.6023144623	0.1515151113	3.5111155510
0.6023260300	0.1505271792	3.5115745068
0.6023376091	0.1505297422	3.5115733147
0.6023491869	0.1505010128	3.5115866661
0.6023607604	0.1504640579	3.5116038322
0.6023723362	0.1536062211	3.5101442337
0.6023839110	0.1502890736	3.5116851330
0.6023954929	0.1501238346	3.5117619038
0.6024070776	0.1502398103	3.5117080212
0.6024186458	0.1499375552	3.5118484497
0.6024302233	0.1500643045	3.5117895603
0.6024417993	0.1497830898	3.5119202137
0.6024533563	0.1500550658	3.5117938519
0.6024649287	0.1500299275	3.5118055344
0.6024765192	0.1500442922	3.5117988586
0.6024880725	0.1500016898	3.5118186474
0.6024996526	0.1499432027	3.5118458271
0.6025112231	0.1499072760	3.5118625164
0.6025228059	0.1498503238	3.5118889809
0.6025343908	0.1499693692	3.5118336678
